"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Office Region","Notes","Valid?"
"30033545","Wallington, Esther, Ms","SCS3","People-CivHR-DG HR","As the Civilian Workforce Process Owner is responsible for advising the Defence Board and Ministers on the Civilian Workforce Strategy, civilian personnel policy and employee relations, and for providing assurance on the integrity of HR delivery systems.","Ministry of Defence","Ministry of Defence","LEVEL 2: DEFENCE PEOPLE TEAM","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","5654","76221090","0.90","145000","149999","","Human Resources Profession","London","nan","1.00"
"195772","Gush, Simon, Mr","SCS2","People-CivHR-D","Head of CIV HR, responsible for providing assurance on the integrity of HR (Civilian)","Ministry of Defence","Ministry of Defence","LEVEL 2: DEFENCE PEOPLE TEAM","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","30033545","0","0.85","90000","94999","","Human Resources Profession","London","nan","1.00"
"30037087","N/D","SCS1","People-AFRP-SRO","Coheres and delivers all Service Personnel Remuneration, Allowances and Pensions policy","Ministry of Defence","Ministry of Defence","LEVEL 2: DEFENCE PEOPLE TEAM","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","30073797","0","1.00","0","0","","Human Resources Profession","South East","nan","1.00"
"30038501","Worbs, Anisha, Mrs","SCS2","People-OVA-Director Office for Veterans' Affairs","Responsible for leading the work of the Office for Veterans' Affairs, delivering government's strategy for veterans","Ministry of Defence","Ministry of Defence","LEVEL 2: DEFENCE PEOPLE TEAM","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","30033545","0","1.00","110000","114999","","Human Resources Profession","London","nan","1.00"
"30038597","N/D","SCS1","People-OVA-Deputy Director-Strategy, Planning, Evidence, Data & Digital","Responsible for leading on strategy, planning, evidence, data and digital in the Office for Veterans' Affair","Ministry of Defence","Ministry of Defence","LEVEL 2: DEFENCE PEOPLE TEAM","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","30038501","0","1.00","0","0","","Policy Profession","Yorkshire and The Humber","nan","1.00"
"30038502","N/D","SCS1","People-OVA-Deputy Director Policy, GRD & Communications","Responsible for leading on policy, regional and devolved, governance and communications in the Office for Veterans' Affairs","Ministry of Defence","Ministry of Defence","LEVEL 2: DEFENCE PEOPLE TEAM","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","30038501","0","1.00","0","0","","Policy Profession","London","nan","1.00"
"240919","Cook, James, Mr","SCS2","People-Transformation-D","Responsible for the delivery of people transformation","Ministry of Defence","Ministry of Defence","LEVEL 2: DEFENCE PEOPLE TEAM","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","30033545","0","1.00","120000","124999","","Project Delivery Profession","London","nan","1.00"
"179774","Cowe, Mary, Miss","SCS2","Director Service Prosecutions","The Service Prosecuting Authority provides for the independent, efficient and consistent consideration of criminal cases and offences contrary to military discipline, initiating prosecutions where justified and conducting fair and thorough proceedings in the service courts whilst liaising effectively with the police and dealing with prosecution witnesses and victims of crime with care and sensitivity.","Ministry of Defence","Ministry of Defence","LEVEL 2: DEFENCE PEOPLE TEAM","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","30073797","0","1.00","140000","144999","","Government Legal Profession","London","nan","1.00"
"243317","N/D","SCS1","People-PCD-Hd","Responsible for delivering a new approach to exploring, testing and then taking forward new people concepts (or commissioning other areas of Defence to take forward) to ensure that People polices across Defence remain fit for the future, adapting to the needs and challenges of the future workforce.","Ministry of Defence","Ministry of Defence","LEVEL 2: DEFENCE PEOPLE TEAM","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","240919","0","1.00","0","0","","Project Delivery Profession","London","nan","1.00"
"175364","N/D","SCS1","People-AFPSp-Hd","Responsible for the development and promulgation of tri-Service policy for the Armed Forces on a range of non-financial terms and conditions of service, plus accommodation, families and welfare issues.","Ministry of Defence","Ministry of Defence","LEVEL 2: DEFENCE PEOPLE TEAM","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","106181","0","1.00","0","0","","Policy Profession","London","nan","1.00"
"223857","Cope, Nina, Dr","SCS3","COO-Personal","Responsible for driving efficiency and change across Defence by reviewing governance frameworks and relationships between Head Office, the TLBs and the delivery organisations as part of work to refine and develop the Defence Operating Model to ensure it remains fit for purpose.","Ministry of Defence","Ministry of Defence","LEVEL 2: DEFENCE PEOPLE TEAM","21 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","5654","43158238","1.00","200000","204999","","Operational Delivery Profession","London","nan","1.00"
"30044209","N/D","SCS1","Head of Flexible Workforce Policy","Responsible for the workforce flexibility elements of the Armed Forces Bill ’26","Ministry of Defence","Ministry of Defence","LEVEL 2: DEFENCE PEOPLE TEAM","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","106181","0","1.00","0","0","","Policy Profession","London","nan","1.00"
"30036492","N/D","SCS1","NAD-CSM-Def HRS People_TX_Dep_Dir","Coheres and delivers people transformation","Ministry of Defence","Ministry of Defence","LEVEL 2: DEFENCE PEOPLE TEAM","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","240919","0","1.00","0","0","","Operational Delivery Profession","London","nan","1.00"
"30036252","N/D","SCS1","People - CEJ - DD - Reaffirming our Standards","Responsible for reaffirming our standards","Ministry of Defence","Ministry of Defence","LEVEL 2: DEFENCE PEOPLE TEAM","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","260672","0","1.00","0","0","","Project Delivery Profession","London","nan","1.00"
"246331","N/D","SCS1","People-SC-SJS-TX-Hd","The Service Complaints and Justice Transformation Team is responsible for reviewing the Service Complaints system and the arrangements that support it.","Ministry of Defence","Ministry of Defence","LEVEL 2: DEFENCE PEOPLE TEAM","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","260672","0","1.00","0","0","","Policy Profession","London","nan","1.00"
"260672","des Forges, Samantha (Sam), Ms","SCS2","People-Diversity-Inclusion-D","Responsible for creating and sustaining an environment where people feel able to be authentic in the workplace, where everyone's needs are considered, and where everyone feels respected and able to achieve their full potential.","Ministry of Defence","Ministry of Defence","LEVEL 2: DEFENCE PEOPLE TEAM","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","30033545","0","1.00","150000","154999","","Operational Delivery Profession","London","nan","1.00"
"194018","N/D","SCS1","People-HR-DDHR DOS","As the Civilian Workforce Process Owner is responsible for advising the Defence Board and Ministers on the Civilian Workforce Strategy, civilian personnel policy and employee relations, and for providing assurance on the integrity of HR delivery systems.","Ministry of Defence","Ministry of Defence","LEVEL 2: DEFENCE PEOPLE TEAM","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","195772","0","1.00","0","0","","Human Resources Profession","London","nan","1.00"
"212419","N/D","SCS1","People-CivHR-LEAD-Hd","Responsible for leadership and skills planning and HR policies and procedures which meet business needs, support managers to get the best from their people now and in the future, and enable the Department to manage employee relations and comply with employment and equality legislation.","Ministry of Defence","Ministry of Defence","LEVEL 2: DEFENCE PEOPLE TEAM","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","195772","0","1.00","0","0","","Human Resources Profession","London","nan","1.00"
"258512","N/D","SCS1","People-DSCC Hd","Responsible for building an independent, stronger, more effective and collaborative approach to policing across Defence, enhancing capability whilst further supporting victims.","Ministry of Defence","Ministry of Defence","LEVEL 2: DEFENCE PEOPLE TEAM","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","260672","0","1.00","0","0","","Operational Delivery Profession","Wales","nan","1.00"
"194510","Hughes, Mariette (Mariette), Mrs","SCS3","People-Sec-SCO","Responsible for providing independent and impartial scrutiny of the handling of Service complaints made by members of the UK Armed Forces.","Ministry of Defence","Ministry of Defence","LEVEL 2: DEFENCE PEOPLE TEAM","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","30033545","0","1.00","130000","134999","","Government Legal Profession","London","nan","1.00"
"30054120","N/D","SCS1","People-DG-COO","Responsible for leading the operational delivery and performance of the DG People area, ensuring the smooth running of its core functions and enabling the Strategic Centre to operate effectively.","Ministry of Defence","Ministry of Defence","LEVEL 2: DEFENCE PEOPLE TEAM","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","30033545","0","1.00","0","0","","Policy Profession","London","nan","1.00"
"30015304","N/D","OF-7","ACDS Pers Cap","Ensures that the right policies, strategies and legislation are in place so that Defence outputs are delivered by the right mix of capable and motivated people that reflect the breadth of society we exist to defend, now and in the future.","Ministry of Defence","Ministry of Defence","LEVEL 2: DEFENCE PEOPLE TEAM","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","204200","0","1.00","0","0","","Military","London","nan","1.00"
"30071468","Mitchell, Austin (Austin), Mr","SCS2","Secretary of State COS-2","Chief of Staff to the Secretary of State","Ministry of Defence","Ministry of Defence","LEVEL 2: DELIVERY AND STRATEGY","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","30039224","0","1.00","105000","109999","","Policy Profession","London","nan","1.00"
"254657","N/D","SCS1","Chief of Staff to PUS","Responsible for driving forward progress on the Permanent Secretary's top priorities of the moment and leading on relations with the US, nuclear matters, strategic intelligence and senior staff appointments.","Ministry of Defence","Ministry of Defence","LEVEL 2: DELIVERY AND STRATEGY","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","5654","0","1.00","0","0","","Policy Profession","London","nan","1.00"
"137262","N/D","SCS1","DDC-News Dep Dir","Responsible for presentational advice to ministers and other senior officials, briefing journalists, dealing with media inquiries, effective rebuttal strategies, interviews, press conferences and briefings, and for PR campaigns, including events and internal campaigns.","Ministry of Defence","Ministry of Defence","LEVEL 2: DELIVERY AND STRATEGY","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","137261","0","1.00","0","0","","Government Communication Service","London","nan","1.00"
"137261","Enright, Simon, Mr","SCS2","DDC-Director Personal","Responsible for presentational advice to ministers and other senior officials, briefing journalists, dealing with media inquiries, effective rebuttal strategies, interviews, press conferences and briefings, and for PR campaigns, including events and internal campaigns.","Ministry of Defence","Ministry of Defence","LEVEL 2: DELIVERY AND STRATEGY","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","30039224","0","1.00","155000","159999","","Government Communication Service","London","nan","1.00"
"137488","N/D","SCS1","DDC-Comms Marketing-Branding DD","Responsible for leading on internal communications","Ministry of Defence","Ministry of Defence","LEVEL 2: DELIVERY AND STRATEGY","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","137261","0","1.00","0","0","","Government Communication Service","London","nan","1.00"
"30046522","Chalmers, Malcolm, Professor","SCS3","Strategic Advisor to the Secretary of State","To provide expert strategic advice to the Secretary of State, shaping how the Department reviews, challenges, and refines policy and strategy.","Ministry of Defence","Ministry of Defence","LEVEL 2: DELIVERY AND STRATEGY","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","5654","0","1.00","160000","164999","","Project Delivery Profession","London","nan","1.00"
"5654","Pocklington, Jeremy, Mr","SCS4","PUS","The Permanent Secretary is the government's principal civilian adviser on Defence, has primary responsibility for policy, finance and planning, and is also the Departmental Accounting Officer.","Ministry of Defence","Ministry of Defence","LEVEL 2: DELIVERY AND STRATEGY","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","XX","0","1.00","205000","209999","","Policy Profession","London","nan","1.00"
"207369","Cameron, Eliza (Eliza), Mrs","SCS2","Strat Hub-Strategy-Dir","Responsible for the delivery of all aspects of MOD's contribution to the National Security Strategy and Strategic Defence Reviews.","Ministry of Defence","Ministry of Defence","LEVEL 2: DELIVERY AND STRATEGY","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","30039224","0","1.00","115000","119999","","Policy Profession","London","nan","1.00"
"234513","N/D","SCS1","Strat Hub-Governance-DD","Lead a Delivery Unit, following best practice across Government, to provide strong leadership on all matters of performance and delivery for the dept.","Ministry of Defence","Ministry of Defence","LEVEL 2: DELIVERY AND STRATEGY","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","30039224","0","0.45","0","0","","Policy Profession","London","nan","1.00"
"223994","N/D","SCS1","Strat Hub-Change-DD","Responsible for providing a spotlight on, and driving, the critical changes Defence needs to meet its outcomes and deliver on both SR and IR commitments, including Defence Transformation.","Ministry of Defence","Ministry of Defence","LEVEL 2: DELIVERY AND STRATEGY","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","207369","0","1.00","0","0","","Project Delivery Profession","London","nan","1.00"
"30001012","N/D","SCS1","Strat Hub-Performance-DD","Responsible for Performance Analysis","Ministry of Defence","Ministry of Defence","LEVEL 2: DELIVERY AND STRATEGY","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","195020","0","1.00","0","0","","Government Statistical Service Profession","London","nan","1.00"
"30046654","Aminossehe, Sherin (Sherin), Ms","SCS2","Director Growth and Missions","Responsible for Growth and Missions","Ministry of Defence","Ministry of Defence","LEVEL 2: DELIVERY AND STRATEGY","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","30039224","0","1.00","130000","134999","","Policy Profession","London","nan","1.00"
"30035369","N/D","SCS1","SONAC - Deputy Director","Responsible for research, analysis and critical thinking for the Ministry of Defence","Ministry of Defence","Ministry of Defence","LEVEL 2: DELIVERY AND STRATEGY","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","30039224","0","1.00","0","0","","Policy Profession","London","nan","1.00"
"204200","N/D","OF-9","VICE CHIEF OF DEFENCE STAFF","The Vice Chief deputises for the Chief of the Defence Staff and is responsible for implementing top-level decisions relating to the armed forces, including their future development and defining and delivering military capability requirements.","Ministry of Defence","Ministry of Defence","LEVEL 2: DELIVERY AND STRATEGY","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","30001719","0","1.00","0","0","","Military","London","nan","1.00"
"30001719","N/D","OF-9","CDS","The Chief of the Defence Staff is the professional head of the British Armed Forces and, as Military Strategic Commander, is responsible for how operations are carried out. He is also the most senior military adviser to the Secretary of State for Defence and the Prime Minister.","Ministry of Defence","Ministry of Defence","LEVEL 2: DELIVERY AND STRATEGY","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","XX","0","1.00","0","0","","Military","London","nan","1.00"
"30047869","N/D","OF-6","DDC-StrategicComms-DD","Responsible for communications strategy and planning","Ministry of Defence","Ministry of Defence","LEVEL 2: DELIVERY AND STRATEGY","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","137261","0","1.00","0","0","","Military","London","nan","1.00"
"211002","N/D","SCS1","SSAT-Hd","Responsible for setting the standards to establish consistent implementation of the Single Source Contract Regulations","Ministry of Defence","Ministry of Defence","LEVEL 2: DG COMMERCIAL","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","5654","0","0.65","0","0","","Procurement Profession","London","nan","1.00"
"30047934","N/D","SCS1","Def Comrcl-SME-Dir","Responsible for commercial aspects of small business growth","Ministry of Defence","Ministry of Defence","LEVEL 2: DG COMMERCIAL","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","5654","0","1.00","0","0","","Government Communication Service","South West","nan","1.00"
"260827","N/D","SCS1","Def Comrcl Chief Operating Officer (COO)","Commercial Chief Operating Officer","Ministry of Defence","Ministry of Defence","LEVEL 2: DG COMMERCIAL","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","5654","0","0.70","0","0","","Procurement Profession","London","nan","1.00"
"198879","N/D","SCS1","FraudDefence-Hd of Profession","Responsible for countering fraud, corruption, bribery, theft and irregularity and the Department's dedicated confidential whistleblowing hotline and independent team of investigators.","Ministry of Defence","Ministry of Defence","LEVEL 2: DG FINANCE","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","106039","0","1.00","0","0","","Counter-fraud Standards and Profession","South West","nan","1.00"
"106039","Lester, Guy (Guy), Mr","SCS2","D assurance","Finance Business Partners work closely with business units, interacting regularly to become expert advisors and a crucial source of support to strategic and operational decision making; they also provide development options and solutions by using their technical knowledge, offering strategic insight, commercial acumen and understanding the opportunities and risks.","Ministry of Defence","Ministry of Defence","LEVEL 2: DG FINANCE","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","106000","0","1.00","110000","114999","","Government Finance Profession","London","nan","1.00"
"30047006","N/D","SCS1","Independent Inquiry relating to Afghanistan Secretary","Secretary to MOD's response to Lord Justice Sir Charles Haddon-Cave's Independent Inquiry relating to Afghanistan.","Ministry of Defence","Ministry of Defence","LEVEL 2: DG FINANCE","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","135903","0","1.00","0","0","","Operational Delivery Profession","London","nan","1.00"
"135903","N/D","SCS1","Strategic Finance Investment Approvals DD","Responsible for secretariat, requirement and affordability scrutiny of the highest value and most difficult investment decisions in Defence, assurance of the Major Projects Portfolio, and development of the portfolio, programme and project management professionalism in Defence.","Ministry of Defence","Ministry of Defence","LEVEL 2: DG FINANCE","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","135736","0","1.00","0","0","","Government Finance Profession","London","nan","1.00"
"25463","N/D","SCS1","DFinStrat-FMPA-Hd","Responsible for overall capability coherence, force structure and performance management.","Ministry of Defence","Ministry of Defence","LEVEL 2: DG FINANCE","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","206135","0","1.00","0","0","","Government Finance Profession","South West","nan","1.00"
"205411","N/D","SCS1","Acquisiton Team Head","Responsible for transforming the Acquisition System in order to enable the quicker delivery of capabilities that are needed by our Armed Forces while at the same time keeping pace with the threat and evolving technology, and reducing  costs by eliminating expensive delays.","Ministry of Defence","Ministry of Defence","LEVEL 2: DG FINANCE","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","106039","0","1.00","0","0","","Project Delivery Profession","London","nan","1.00"
"721","N/D","SCS1","CAAS-Hd","Responsible for cost management across Defence, including protecting value by supporting the delivery of an affordable Defence budget, helping to secure value for money for the Department, supporting delivery of the Defence efficiency programme and adding value by informing decision-making around cost risk, schedule risk and broader financial risk to the Department.","Ministry of Defence","Ministry of Defence","LEVEL 2: DG FINANCE","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","106039","0","1.00","0","0","","Government Finance Profession","South West","nan","1.00"
"221563","N/D","SCS1","DGFinance-Hd UKGI","Head of Finance to UK Government Investments","Ministry of Defence","Ministry of Defence","LEVEL 2: DG FINANCE","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","106000","0","1.00","0","0","","Government Finance Profession","London","nan","1.00"
"30014906","N/D","SCS1","Head of AS Standards & PD profession","Head of Project Delivery function","Ministry of Defence","Ministry of Defence","LEVEL 2: DG FINANCE","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","106000","0","1.00","0","0","","Project Delivery Profession","South East","nan","1.00"
"30012966","N/D","SCS1","Analysis Deputy Director - Economics.","Responsible for the overall implementation of the Analysis Function which will enable the provision of high-quality analysis and insight that complies with","Ministry of Defence","Ministry of Defence","LEVEL 2: DG FINANCE","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","195020","0","1.00","0","0","","Government Statistical Service Profession","London","nan","1.00"
"208562","N/D","SCS1","Hd of Risk & Assurance","Responsible for the development and implementation of a high quality risk, control and assurance framework which supports the delivery of MOD objectives and uses resources efficiently and effectively.","Ministry of Defence","Ministry of Defence","LEVEL 2: DG FINANCE","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","106039","0","1.00","0","0","","Government Finance Profession","London","nan","1.00"
"30020715","N/D","SCS1","Deputy Director, In year control and operations","Responsible for in year control and operations","Ministry of Defence","Ministry of Defence","LEVEL 2: DG FINANCE","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","135736","0","1.00","0","0","","Government Finance Profession","London","nan","1.00"
"106000","Blackmore, Aneen, Ms","SCS3","DGFinance--DGFinance","Responsible for ensuring that policies and processes are in place across Defence to manage the Department's resources in accordance with financial delegations from Parliament, the Treasury and as set out in 'Managing Public Money' and other relevant Treasury and Cabinet Office policies, guidance and controls.","Ministry of Defence","Ministry of Defence","LEVEL 2: DG FINANCE","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","5654","68488993","1.00","160000","164999","","Government Finance Profession","London","nan","1.00"
"135736","Curtis, Emily, Dr","SCS2","Strat Fin-Approvals-Dir","Responsible for directing the Department's overall financial planning process, including the allocation of resources and in-year management of the budgetary position, and for ensuring the effectiveness of the process for independently scrutinising and approving major investment decisions, which includes managing the Department's Major Projects Portfolio.","Ministry of Defence","Ministry of Defence","LEVEL 2: DG FINANCE","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","106000","0","1.00","100000","104999","","Government Finance Profession","London","nan","1.00"
"109679","N/D","SCS1","Head of Scrutiny","Responsible for scrutiny and advice across a range of air, maritime and land communication and information systems, and Defence infrastructure and business change programmes.","Ministry of Defence","Ministry of Defence","LEVEL 2: DG FINANCE","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","135736","0","1.00","0","0","","Government Science and Engineering Profession","South West","nan","1.00"
"195020","N/D","SCS1","D Analysis","Responsible for the overall implementation of the Analysis Function which will enable the provision of high-quality analysis and insight that complies with professional standards and is at the forefront of innovation.","Ministry of Defence","Ministry of Defence","LEVEL 2: DG FINANCE","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","30039224","0","1.00","0","0","","Government Statistical Service Profession","London","nan","1.00"
"106044","N/D","SCS1","Head of Def Res","Responsible for policy formulation and advice on Defence aspects of major Euro-Atlantic multinational institutions (e.g. NATO), bilateral relationships with countries in Europe and Canada, devolution issues and relations with devolved governments within the UK.","Ministry of Defence","Ministry of Defence","LEVEL 2: DG FINANCE","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","135736","0","1.00","0","0","","Government Finance Profession","London","nan","1.00"
"206135","Lock, Stephen (Steve), Mr","SCS2","Operational Finance Director","Head of Finance to UK Government Investments","Ministry of Defence","Ministry of Defence","LEVEL 2: DG FINANCE","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","106000","0","1.00","130000","134999","","Government Finance Profession","North East","nan","1.00"
"107429","N/D","SCS1","Def Strat-Econ-Chief-Economist","Chief Analyst and Functional Lead for Analysis in Defence responsible for developing a strong Analysis Function that will enable Defence to make better decisions, ensuring the best outcomes for Defence and for the UK.","Ministry of Defence","Ministry of Defence","LEVEL 2: DG FINANCE","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","195020","0","1.00","0","0","","Government Statistical Service Profession","London","nan","1.00"
"106032","N/D","SCS1","HO Fin-SnrFBP Corporate","Leadership of the Finance Team including the Finance Business Partners (FinBPs) in DOS.","Ministry of Defence","Ministry of Defence","LEVEL 2: DG FINANCE","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","106000","0","1.00","0","0","","Government Finance Profession","London","nan","1.00"
"185281","N/D","OF-7","DSA-Dep DG","Supports and deputises for the Director General and acts as Technical Director of the Military Aviation Authority.","Ministry of Defence","Ministry of Defence","LEVEL 2: DSA","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","191191","0","1.00","0","0","","Military","South West","nan","1.00"
"191191","N/D","OF-8","DSA-DG","Director General responsibility for the Defence Safety Authority","Ministry of Defence","Ministry of Defence","LEVEL 2: DSA","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","30001719","47622144","1.00","0","0","","Military","South West","nan","1.00"
"254561","N/D","OF-6","DSA-DLSR-Hd","Head of the Defence Land Safety Regulator","Ministry of Defence","Ministry of Defence","LEVEL 2: DSA","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","185281","0","1.00","0","0","","Military","South West","nan","1.00"
"264455","N/D","OF-6","DSA-DMSR-Hd","Head of The  Defence Medical Services Regulator (DMSR).  DMSR forms part of the Defence Safety Authority (DSA) and are the independent regulator of patient and staff safety across Defence delivered healthcare.","Ministry of Defence","Ministry of Defence","LEVEL 2: DSA","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","185281","0","1.00","0","0","","Military","West Midlands","nan","1.00"
"191217","N/D","OF-6","DSA-MAA-Operating-Assurance-Hd","Regulates the operation of all aircraft registered as UK military aircraft (manned and unmanned) and contributes to assurance of the airworthiness of aviation through airworthiness organisation and key individual approvals.","Ministry of Defence","Ministry of Defence","LEVEL 2: DSA","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","191191","0","1.00","0","0","","Military","South West","nan","1.00"
"114","N/D","SCS1","DSA-DNSR-Hd","Regulates nuclear and radiological safety and environmental protection in the Defence Nuclear Portfolio, which consists of the Naval Nuclear Propulsion Programme, the Nuclear Weapons Programme and the transport of Defence nuclear material.","Ministry of Defence","Ministry of Defence","LEVEL 2: DSA","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","185281","0","1.00","0","0","","Government Science and Engineering Profession","North West","nan","1.00"
"164078","N/D","SCS1","DSA-HQ-COO","Responsible for the smooth running of the Defence Safety Authority headquarters.","Ministry of Defence","Ministry of Defence","LEVEL 2: DSA","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","191191","0","1.00","0","0","","Operational Delivery Profession","South West","nan","1.00"
"217481","N/D","OF-6","DSA-DMR-Hd","Head of the Defence Maritime Regulator (DMR).  DMR forms part of the Defence Safety Authority (DSA) and is responsible for the regulation of Health, Safety and Environmental protection (HS&EP) in the Defence Maritime domain.","Ministry of Defence","Ministry of Defence","LEVEL 2: DSA","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","185281","0","1.00","0","0","","Military","South West","nan","1.00"
"191196","N/D","OF-6","DSA-MAA-RegCert-Hd","Responsible for the development, maintenance and promulgation of MOD's through-life flying, air traffic management, design and continuing airworthiness regulations, standards and associated publications and the certification of all new UK military-registered air systems.","Ministry of Defence","Ministry of Defence","LEVEL 2: DSA","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","185281","0","1.00","0","0","","Military","South West","nan","1.00"
"216767","N/D","SCS1","DST-Commissioning Hd","Responsible for designing and communicating the annual cycle of science and technology portfolio investment, translating customers' needs into a portfolio of research programmes, and ensuring that research programmes are delivered to time, cost and quality.","Ministry of Defence","Ministry of Defence","LEVEL 2: DST","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","105230","0","1.00","0","0","","Project Delivery Profession","South East","nan","1.00"
"105227","Dafforn, Timothy (Tim), Professor","SCS3","CSA","The Chief Scientific Adviser is MOD's principal adviser on science and technology and is responsible for ensuring that key strategic decisions made by ministers and senior officials are informed by high quality expert scientific advice and analysis.","Ministry of Defence","Ministry of Defence","LEVEL 2: DST","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","5654","12268694","0.80","115000","119999","","Government Science and Engineering Profession","London","nan","1.00"
"178447","N/D","SCS1","DST-Policy Hd","Supports cross-government and international science and technology engagement and collaboration, drives science and technology innovation, is responsible for all science and technology issues related to ballistic missile defence, and provides data, tools and techniques for the identification of strategic chemical and biological risks and develops options for their mitigation.","Ministry of Defence","Ministry of Defence","LEVEL 2: DST","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","105230","0","1.00","0","0","","Government Science and Engineering Profession","London","nan","1.00"
