"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Office Region","Notes","Valid?"
"3266","N/D","SCS1","Deputy Director - Fiscal","Debt and Reserves Management","HM Treasury","HM Treasury","Fiscal","020 7270 5000","public.enquiries@hmtreasury.gov.uk","55","0","1.00","N/A","N/A","","Policy Profession","London","","1.00"
"3858","N/D","SCS1","Deputy Director - Public Spending","General Expenditure Policy","HM Treasury","HM Treasury","Public Spending","020 7270 5000","public.enquiries@hmtreasury.gov.uk","2226","0","1.00","N/A","N/A","","Policy Profession","London","","1.00"
"3537","N/D","SCS1","Deputy Director - Public Spending","Government Risk Profession","HM Treasury","HM Treasury","Public Spending","020 7270 5000","public.enquiries@hmtreasury.gov.uk","3531","0","1.00","N/A","N/A","","Policy Profession","London","","1.00"
"706","N/D","SCS1","Director - Public Spending","Welfare Spending and Reform","HM Treasury","HM Treasury","Public Spending","020 7270 5000","public.enquiries@hmtreasury.gov.uk","2226","434250","1.00","N/A","N/A","","Policy Profession","London","","1.00"
"3293","N/D","SCS1","Deputy Director - Economics","Macroeconomic Assessment","HM Treasury","HM Treasury","Economics","020 7270 5000","public.enquiries@hmtreasury.gov.uk","2610","0","0.70","N/A","N/A","","Government Economic Service","London","","1.00"
"465","N/D","SCS1","Deputy Director - Financial Services","Financial Services Strategy","HM Treasury","HM Treasury","Financial Services","020 7270 5000","public.enquiries@hmtreasury.gov.uk","3849","0","1.00","N/A","N/A","","Policy Profession","London","","1.00"
"2357","N/D","SCS1","Deputy Director - International","Global Issues and Governance","HM Treasury","HM Treasury","International Finance and Economic Security","020 7270 5000","public.enquiries@hmtreasury.gov.uk","1517","0","1.00","N/A","N/A","","Policy Profession","London","","1.00"
"732","N/D","SCS1","Deputy Director - Fiscal","Macroeconomic Policy","HM Treasury","HM Treasury","Fiscal","020 7270 5000","public.enquiries@hmtreasury.gov.uk","55","0","1.00","N/A","N/A","","Policy Profession","London","","1.00"
"1175","N/D","SCS1","Deputy Director - Strategy, Planning and Budget","Budget and Finance Bill","HM Treasury","HM Treasury","Strategy, Planning & Budget","020 7270 5000","public.enquiries@hmtreasury.gov.uk","85","0","1.00","N/A","N/A","","Policy Profession","London","","1.00"
"3327","N/D","SCS1","Deputy Director - Strategy, Planning and Budget","Strategy, Planning and Projects","HM Treasury","HM Treasury","Strategy, Planning & Budget","020 7270 5000","public.enquiries@hmtreasury.gov.uk","85","0","1.00","N/A","N/A","","Policy Profession","North East","","1.00"
"3819","N/D","SCS1","Deputy Director - Public Spending","Public Spending","HM Treasury","HM Treasury","Public Spending","020 7270 5000","public.enquiries@hmtreasury.gov.uk","706","0","1.00","N/A","N/A","","Policy Profession","London","","1.00"
"1120","N/D","SCS1","Deputy Director - Personal Tax, Welfare and Pensions","Health and Social Care","HM Treasury","HM Treasury","Personal Tax, Welfare & Pensions","020 7270 5000","public.enquiries@hmtreasury.gov.uk","3530","0","1.00","N/A","N/A","","Government Tax Profession","London","","1.00"
"3820","N/D","SCS1","Deputy Director - Financial Services","Financial Services","HM Treasury","HM Treasury","Financial Services","020 7270 5000","public.enquiries@hmtreasury.gov.uk","3849","0","1.00","N/A","N/A","","Policy Profession","London","","1.00"
"1062","N/D","SCS1","Deputy Director - Personal Tax, Welfare and Pensions","Tax Administration, Spending and Reform","HM Treasury","HM Treasury","Personal Tax, Welfare & Pensions","020 7270 5000","public.enquiries@hmtreasury.gov.uk","1065","0","1.00","N/A","N/A","","Government Tax Profession","London","","1.00"
"481","N/D","SCS1","Deputy Director - Financial Services","Prudential and Sustainability","HM Treasury","HM Treasury","Financial Services","020 7270 5000","public.enquiries@hmtreasury.gov.uk","491","0","1.00","N/A","N/A","","Policy Profession","London","","1.00"
"3859","N/D","SCS1","Deputy Director for Social Delivery","Expert Advisory Team","HM Treasury","HM Treasury","National Infrastructure and Service Transformation Authority","020 7270 5000","public.enquiries@hmtreasury.gov.uk","3842","0","1.00","N/A","N/A","","Other","West Midlands","","1.00"
"651","N/D","SCS1","Deputy Director - Economics","Economic Risks and Analytical Project Unit","HM Treasury","HM Treasury","Economics","020 7270 5000","public.enquiries@hmtreasury.gov.uk","2610","0","1.00","N/A","N/A","","Government Economic Service","London","","1.00"
"2850","N/D","SCS1","Deputy Director - Business and International Tax","Energy and Property Taxation","HM Treasury","HM Treasury","Business and International Tax","020 7270 5000","public.enquiries@hmtreasury.gov.uk","44","0","1.00","N/A","N/A","","Policy Profession","London","","1.00"
"3869","N/D","SCS1","Deputy Director - Public Services","Justive, Home Affairs and Equalities","HM Treasury","HM Treasury","Public Services","020 7270 5000","public.enquiries@hmtreasury.gov.uk","3530","0","1.00","N/A","N/A","","Policy Profession","London","","1.00"
"709","N/D","SCS1","UK Alternate Director to the EBRD","UK Alternate Director to the EBRD","HM Treasury","HM Treasury","International Finance and Economic Security","020 7270 5000","public.enquiries@hmtreasury.gov.uk","1517","0","1.00","N/A","N/A","","Policy Profession","London","","1.00"
"3533","N/D","SCS1","Deputy Director - Enterprise and Growth","National Wealth Fund","HM Treasury","HM Treasury","Enterprise & Growth","020 7270 5000","public.enquiries@hmtreasury.gov.uk","3831","0","1.00","N/A","N/A","","Policy Profession","London","","1.00"
"781","N/D","SCS1","Deputy Director - Finance","Government Financial Reporting","HM Treasury","HM Treasury","Public Spending","020 7270 5000","public.enquiries@hmtreasury.gov.uk","3531","0","1.00","N/A","N/A","","Government Finance Profession","North East","","1.00"
"670","N/D","SCS1","Deputy Director - Financial Stability","Resilience and Resolution","HM Treasury","HM Treasury","Financial Stability","020 7270 5000","public.enquiries@hmtreasury.gov.uk","602","0","1.00","N/A","N/A","","Policy Profession","London","","1.00"
"1865","N/D","SCS1","Deputy Director - Economics","Labour Market, Human Capital Supply and Regions","HM Treasury","HM Treasury","Economics","020 7270 5000","public.enquiries@hmtreasury.gov.uk","2610","0","1.00","N/A","N/A","","Government Economic Service","London","","1.00"
"3860","N/D","SCS1","Deputy Director - Public Services","Housing, Planning and Cities","HM Treasury","HM Treasury","Public Services","020 7270 5000","public.enquiries@hmtreasury.gov.uk","3530","0","1.00","N/A","N/A","","Policy Profession","London","","1.00"
"376","N/D","SCS1","Deputy Director - Enterprise and Growth","Growth and Productivity","HM Treasury","HM Treasury","Enterprise & Growth","020 7270 5000","public.enquiries@hmtreasury.gov.uk","2532","0","1.00","N/A","N/A","","Policy Profession","London","","1.00"
"3840","N/D","SCS1","Director - National Infrastructure Commission","National Infrastructure","HM Treasury","HM Treasury","National Infrastructure and Service Transformation Authority","020 7270 5000","public.enquiries@hmtreasury.gov.uk","3824","93618","1.00","N/A","N/A","","Policy Profession","London","","1.00"
"3861","N/D","SCS1","Senior Policy Adviser","National Infrastructure","HM Treasury","HM Treasury","National Infrastructure and Service Transformation Authority","020 7270 5000","public.enquiries@hmtreasury.gov.uk","3856","0","1.00","N/A","N/A","","Policy Profession","London","","1.00"
"1288","N/D","SCS1","Deputy Director - Finance","Finance","HM Treasury","HM Treasury","Corporate Centre","020 7270 5000","public.enquiries@hmtreasury.gov.uk","1829","0","1.00","N/A","N/A","","Corporate Finance Profession","London","","1.00"
"637","N/D","SCS1","Deputy Director - Enterprise and Growth","Energy Team","HM Treasury","HM Treasury","Enterprise & Growth","020 7270 5000","public.enquiries@hmtreasury.gov.uk","381","0","1.00","N/A","N/A","","Policy Profession","London","","1.00"
"507","N/D","SCS1","Deputy Director - Financial Services","Personal Finance and Funds","HM Treasury","HM Treasury","Financial Services","020 7270 5000","public.enquiries@hmtreasury.gov.uk","3849","0","1.00","N/A","N/A","","Policy Profession","London","","1.00"
"3841","N/D","SCS1","Senior Economic Adviser","Economics","HM Treasury","HM Treasury","Economics","020 7270 5000","public.enquiries@hmtreasury.gov.uk","3840","0","1.00","N/A","N/A","","Government Economic Service","London","","1.00"
"2909","N/D","SCS1","Deputy Director - Public Spending","Finance Analytics Control Technology","HM Treasury","HM Treasury","Public Spending","020 7270 5000","public.enquiries@hmtreasury.gov.uk","3531","0","1.00","N/A","N/A","","Policy Profession","London","","1.00"
"1848","N/D","SCS1","Deputy Director - Strategy, Planning and Budget","Strategy, Planning and Projects","HM Treasury","HM Treasury","Strategy, Planning & Budget","020 7270 5000","public.enquiries@hmtreasury.gov.uk","85","0","1.00","N/A","N/A","","Policy Profession","London","","1.00"
"3561","N/D","SCS1","Deputy Director - Strategy, Planning and Budget","Growth Delivery Unit","HM Treasury","HM Treasury","Strategy, Planning & Budget","020 7270 5000","public.enquiries@hmtreasury.gov.uk","85","0","1.00","N/A","N/A","","Policy Profession","London","","1.00"
"3809","N/D","SCS1","Deputy Director - Public Spending","Public Spending","HM Treasury","HM Treasury","Public Spending","020 7270 5000","public.enquiries@hmtreasury.gov.uk","2226","0","0.90","N/A","N/A","","Policy Profession","London","","1.00"
"2686","N/D","SCS1","Deputy Director - People and Capability","People and Capability","HM Treasury","HM Treasury","Corporate Centre","020 7270 5000","public.enquiries@hmtreasury.gov.uk","1692","0","1.00","N/A","N/A","","Human Resources Profession","North East","","1.00"
"296","N/D","SCS1","Deputy Director - Chief Information Officer","Treasury Business Solutions","HM Treasury","HM Treasury","Corporate Centre","020 7270 5000","public.enquiries@hmtreasury.gov.uk","1692","0","1.00","N/A","N/A","","Government IT Profession","London","","1.00"
"2033","N/D","SCS1","Deputy Director - International","Trade Policy","HM Treasury","HM Treasury","International Partnerships and Trade","020 7270 5000","public.enquiries@hmtreasury.gov.uk","783","0","1.00","N/A","N/A","","Policy Profession","London","","1.00"
"3863","N/D","SCS1","Deputy Director for Home & Tax","Projects Director - National Infrastructure","HM Treasury","HM Treasury","National Infrastructure and Service Transformation Authority","020 7270 5000","public.enquiries@hmtreasury.gov.uk","3842","0","1.00","N/A","N/A","","Government Tax Profession","London","","1.00"
"3864","N/D","SCS1","Deputy Director for Defence","Defence Lead","HM Treasury","HM Treasury","National Infrastructure and Service Transformation Authority","020 7270 5000","public.enquiries@hmtreasury.gov.uk","3842","0","1.00","N/A","N/A","","Other","London","","1.00"
"3271","N/D","SCS1","Private Secretary","Ministerial Private Secretary","HM Treasury","HM Treasury","Ministerial & Communications","020 7270 5000","public.enquiries@hmtreasury.gov.uk","3837","0","1.00","N/A","N/A","","Policy Profession","London","","1.00"
"628","N/D","SCS1","Deputy Director - Enterprise and Growth","Climate and Environment","HM Treasury","HM Treasury","Enterprise & Growth","020 7270 5000","public.enquiries@hmtreasury.gov.uk","381","0","1.00","N/A","N/A","","Policy Profession","London","","1.00"
"3865","N/D","SCS1","Deputy Director for Function Change and Programmes","Function Change","HM Treasury","HM Treasury","National Infrastructure and Service Transformation Authority","020 7270 5000","public.enquiries@hmtreasury.gov.uk","3862","0","1.00","N/A","N/A","","Project Delivery Profession","London","","1.00"
"45","N/D","SCS1","Deputy Director - Public Services","Housing, Planning and Cities","HM Treasury","HM Treasury","Public Services","020 7270 5000","public.enquiries@hmtreasury.gov.uk","3530","0","1.00","N/A","N/A","","Policy Profession","London","","1.00"
"3870","N/D","SCS1","Deputy Director - Enterprise and Growth","Infrastructure, Labour and Markets","HM Treasury","HM Treasury","Enterprise & Growth","020 7270 5000","public.enquiries@hmtreasury.gov.uk","2532","0","0.89","N/A","N/A","","Policy Profession","London","","1.00"
"3866","N/D","SCS1","Deputy Director for Strategy & Policy","National Infrastructure","HM Treasury","HM Treasury","National Infrastructure and Service Transformation Authority","020 7270 5000","public.enquiries@hmtreasury.gov.uk","3867","0","1.00","N/A","N/A","","Policy Profession","West Midlands","","1.00"
"3538","N/D","SCS1","Deputy Director - Public Spending","Government Debt Function Management","HM Treasury","HM Treasury","Public Spending","020 7270 5000","public.enquiries@hmtreasury.gov.uk","3531","0","1.00","N/A","N/A","","Policy Profession","London","","1.00"
"1078","N/D","SCS1","Deputy Director - Personal Tax, Welfare and Pensions","Labour Markets and Distributional Analysis","HM Treasury","HM Treasury","Personal Tax, Welfare & Pensions","020 7270 5000","public.enquiries@hmtreasury.gov.uk","3536","0","1.00","N/A","N/A","","Government Tax Profession","London","","1.00"
"1515","N/D","SCS1","Deputy Director - EU Strategy","International Economic Partnerships","HM Treasury","HM Treasury","International Partnerships and Trade","020 7270 5000","public.enquiries@hmtreasury.gov.uk","783","0","1.00","N/A","N/A","","Policy Profession","London","","1.00"
"2217","N/D","SCS1","Deputy Director - International","European Policy","HM Treasury","HM Treasury","International Partnerships and Trade","020 7270 5000","public.enquiries@hmtreasury.gov.uk","783","0","0.80","N/A","N/A","","Policy Profession","London","","1.00"
"3811","N/D","SCS1","Deputy Director - Public Spending","Enterprise and Growth","HM Treasury","HM Treasury","Public Spending","020 7270 5000","public.enquiries@hmtreasury.gov.uk","706","0","1.00","N/A","N/A","","Policy Profession","London","","1.00"
"3812","N/D","SCS1","Deputy Director - Enterprise and Growth","Enterprise and Growth","HM Treasury","HM Treasury","Enterprise & Growth","020 7270 5000","public.enquiries@hmtreasury.gov.uk","2502","0","1.00","N/A","N/A","","Policy Profession","North East","","1.00"
"490","N/D","SCS1","Deputy Director - Financial Services","Trade and Emerging Markets","HM Treasury","HM Treasury","Financial Services","020 7270 5000","public.enquiries@hmtreasury.gov.uk","491","0","1.00","N/A","N/A","","Policy Profession","North East","","1.00"
"2350","N/D","SCS1","Deputy Director - Strategy, Planning and Budget","Strategy, Planning and Projects","HM Treasury","HM Treasury","Strategy, Planning & Budget","020 7270 5000","public.enquiries@hmtreasury.gov.uk","85","0","1.00","N/A","N/A","","Policy Profession","London","","1.00"
